humid,temp,press,gas,tvoc,altitude,eCO2,H2,quality
57.93,28.31,1010.45,56.276,23.35,23.35,23.35,23.35,good
57.94,28.31,1010.45,56.276,23.34,23.34,23.34,23.34,good
57.9,28.32,1010.45,56.424,23.34,23.34,23.34,23.34,good
57.88,28.32,1010.45,56.387,23.35,23.35,23.35,23.35,good
57.91,28.32,1010.44,56.276,23.4,23.4,23.4,23.4,good
57.9,28.32,1010.44,56.499,23.39,23.39,23.39,23.39,good
57.91,28.32,1010.44,56.35,23.43,23.43,23.43,23.43,good
57.89,28.32,1010.44,56.313,23.44,23.44,23.44,23.44,good
57.89,28.33,1010.44,56.313,23.44,23.44,23.44,23.44,good
57.84,28.33,1010.44,56.313,23.43,23.43,23.43,23.43,good
57.83,28.33,1010.43,56.128,23.5,23.5,23.5,23.5,good
57.83,28.33,1010.43,56.537,23.53,23.53,23.53,23.53,good
57.83,28.33,1010.42,56.276,23.59,23.59,23.59,23.59,good
57.83,28.33,1010.42,56.276,23.62,23.62,23.62,23.62,good
57.8,28.33,1010.41,55.944,23.7,23.7,23.7,23.7,good
57.78,28.33,1010.41,56.387,23.66,23.66,23.66,23.66,good
57.74,28.33,1010.41,56.35,23.66,23.66,23.66,23.66,good
57.71,28.33,1010.41,56.35,23.67,23.67,23.67,23.67,good
57.78,28.33,1010.41,56.387,23.66,23.66,23.66,23.66,good
57.87,28.33,1010.41,56.424,23.63,23.63,23.63,23.63,good
57.82,28.33,1010.42,55.907,23.61,23.61,23.61,23.61,good
57.78,28.33,1010.41,56.239,23.67,23.67,23.67,23.67,good
57.74,28.32,1010.41,56.201,23.67,23.67,23.67,23.67,good
57.74,28.32,1010.41,56.424,23.68,23.68,23.68,23.68,good
57.79,28.32,1010.41,56.276,23.67,23.67,23.67,23.67,good
57.75,28.32,1010.41,56.239,23.67,23.67,23.67,23.67,good
57.77,28.32,1010.41,56.164,23.69,23.69,23.69,23.69,good
57.75,28.32,1010.41,56.201,23.67,23.67,23.67,23.67,good
57.73,28.32,1010.41,56.128,23.69,23.69,23.69,23.69,good
57.72,28.32,1010.41,56.499,23.7,23.7,23.7,23.7,good
57.72,28.32,1010.4,56.239,23.74,23.74,23.74,23.74,good
57.72,28.32,1010.4,56.201,23.75,23.75,23.75,23.75,good
57.67,28.32,1010.4,56.164,23.8,23.8,23.8,23.8,good
57.66,28.32,1010.4,56.201,23.79,23.79,23.79,23.79,good
57.66,28.32,1010.39,56.276,23.83,23.83,23.83,23.83,good
57.61,28.32,1010.39,56.313,23.84,23.84,23.84,23.84,good
57.62,28.32,1010.38,56.499,23.88,23.88,23.88,23.88,good
57.68,28.32,1010.39,56.239,23.87,23.87,23.87,23.87,good
57.72,28.31,1010.38,56.201,23.92,23.92,23.92,23.92,good
57.7,28.31,1010.38,56.276,23.9,23.9,23.9,23.9,good
57.66,28.31,1010.38,56.276,23.92,23.92,23.92,23.92,good
57.7,28.31,1010.39,56.091,23.86,23.86,23.86,23.86,good
57.69,28.31,1010.37,56.276,23.97,23.97,23.97,23.97,good
57.72,28.31,1010.37,55.98,24.02,24.02,24.02,24.02,good
57.7,28.31,1010.36,56.128,24.08,24.08,24.08,24.08,good
57.68,28.31,1010.36,56.201,24.13,24.13,24.13,24.13,good
57.66,28.31,1010.35,56.649,24.16,24.16,24.16,24.16,good
57.75,28.31,1010.35,56.313,24.15,24.15,24.15,24.15,good
57.78,28.31,1010.35,56.091,24.16,24.16,24.16,24.16,good
57.74,28.31,1010.35,56.128,24.17,24.17,24.17,24.17,good
57.7,28.32,1010.35,56.424,24.2,24.2,24.2,24.2,good
57.7,28.32,1010.34,56.239,24.23,24.23,24.23,24.23,good
57.64,28.32,1010.34,56.201,24.22,24.22,24.22,24.22,good
57.64,28.32,1010.35,56.017,24.2,24.2,24.2,24.2,good
57.61,28.32,1010.34,55.944,24.23,24.23,24.23,24.23,good
57.59,28.32,1010.34,55.688,24.22,24.22,24.22,24.22,good
57.59,28.32,1010.33,55.543,24.3,24.3,24.3,24.3,good
57.55,28.32,1010.33,55.688,24.36,24.36,24.36,24.36,good
57.55,28.32,1010.32,55.98,24.39,24.39,24.39,24.39,good
57.55,28.32,1010.32,55.98,24.43,24.43,24.43,24.43,good
57.53,28.32,1010.32,55.98,24.45,24.45,24.45,24.45,good
57.52,28.32,1010.31,56.017,24.52,24.52,24.52,24.52,good
57.58,28.32,1010.31,56.054,24.53,24.53,24.53,24.53,good
57.64,28.31,1010.31,56.054,24.54,24.54,24.54,24.54,good
57.73,28.31,1010.31,55.98,24.52,24.52,24.52,24.52,good
57.85,28.32,1010.31,55.761,24.52,24.52,24.52,24.52,good
57.95,28.32,1010.3,55.724,24.61,24.61,24.61,24.61,good
58.06,28.32,1010.29,55.543,24.63,24.63,24.63,24.63,good
57.96,28.33,1010.28,55.724,24.74,24.74,24.74,24.74,good
57.87,28.33,1010.28,55.87,24.72,24.72,24.72,24.72,good
57.8,28.34,1010.28,55.87,24.72,24.72,24.72,24.72,good
57.68,28.35,1010.29,56.054,24.68,24.68,24.68,24.68,good
57.66,28.35,1010.29,55.907,24.7,24.7,24.7,24.7,good
57.65,28.36,1010.28,55.907,24.73,24.73,24.73,24.73,good
57.75,28.37,1010.28,55.615,24.76,24.76,24.76,24.76,good
57.71,28.37,1010.28,55.615,24.74,24.74,24.74,24.74,good
57.66,28.38,1010.28,56.017,24.78,24.78,24.78,24.78,good
57.58,28.39,1010.28,55.87,24.76,24.76,24.76,24.76,good
57.47,28.39,1010.28,55.907,24.75,24.75,24.75,24.75,good
57.45,28.4,1010.28,55.907,24.77,24.77,24.77,24.77,good
57.49,28.4,1010.28,55.907,24.79,24.79,24.79,24.79,good
57.53,28.4,1010.27,55.543,24.85,24.85,24.85,24.85,good
57.55,28.41,1010.27,55.543,24.83,24.83,24.83,24.83,good
57.53,28.41,1010.26,55.543,24.89,24.89,24.89,24.89,good
57.73,28.41,1010.26,55.471,24.94,24.94,24.94,24.94,good
57.61,28.41,1010.25,55.363,25.02,25.02,25.02,25.02,good
57.47,28.42,1010.24,55.615,25.07,25.07,25.07,25.07,good
57.44,28.42,1010.24,55.399,25.05,25.05,25.05,25.05,good
57.43,28.43,1010.24,55.399,25.07,25.07,25.07,25.07,good
57.44,28.43,1010.24,55.652,25.1,25.1,25.1,25.1,good
57.52,28.43,1010.24,55.363,25.13,25.13,25.13,25.13,good
57.51,28.44,1010.23,55.615,25.17,25.17,25.17,25.17,good
57.54,28.44,1010.23,55.327,25.14,25.14,25.14,25.14,good
57.45,28.44,1010.23,55.399,25.15,25.15,25.15,25.15,good
57.34,28.45,1010.23,55.652,25.16,25.16,25.16,25.16,good
57.29,28.45,1010.23,55.579,25.18,25.18,25.18,25.18,good
57.26,28.46,1010.22,55.834,25.24,25.24,25.24,25.24,good
57.2,28.46,1010.22,55.471,25.22,25.22,25.22,25.22,good
57.2,28.46,1010.21,55.688,25.3,25.3,25.3,25.3,good
57.29,28.46,1010.21,55.652,25.34,25.34,25.34,25.34,good
57.24,28.46,1010.21,55.724,25.36,25.36,25.36,25.36,good
57.22,28.46,1010.21,55.615,25.31,25.31,25.31,25.31,good
57.17,28.46,1010.22,55.615,25.29,25.29,25.29,25.29,good
57.16,28.46,1010.21,55.761,25.36,25.36,25.36,25.36,good
57.18,28.46,1010.2,55.797,25.43,25.43,25.43,25.43,good
57.1,28.45,1010.2,55.834,25.39,25.39,25.39,25.39,good
57.1,28.44,1010.2,55.435,25.39,25.39,25.39,25.39,good
57.17,28.43,1010.2,55.907,25.42,25.42,25.42,25.42,good
57.19,28.41,1010.2,55.944,25.45,25.45,25.45,25.45,good
57.19,28.4,1010.2,55.87,25.42,25.42,25.42,25.42,good
57.24,28.38,1010.21,55.98,25.38,25.38,25.38,25.38,good
57.47,28.36,1010.2,55.761,25.41,25.41,25.41,25.41,good
57.47,28.34,1010.2,55.87,25.39,25.39,25.39,25.39,good
57.42,28.32,1010.2,55.688,25.41,25.41,25.41,25.41,good
57.39,28.3,1010.2,55.98,25.4,25.4,25.4,25.4,good
57.42,28.28,1010.2,55.907,25.44,25.44,25.44,25.44,good
57.44,28.26,1010.2,56.128,25.43,25.43,25.43,25.43,good
57.53,28.24,1010.2,55.98,25.42,25.42,25.42,25.42,good
57.86,28.22,1010.21,56.201,25.37,25.37,25.37,25.37,good
57.83,28.2,1010.21,56.054,25.35,25.35,25.35,25.35,good
57.72,28.18,1010.2,56.128,25.41,25.41,25.41,25.41,good
57.72,28.16,1010.2,56.35,25.42,25.42,25.42,25.42,good
57.7,28.14,1010.2,56.164,25.45,25.45,25.45,25.45,good
57.71,28.12,1010.19,56.499,25.47,25.47,25.47,25.47,good
57.74,28.1,1010.18,56.612,25.6,25.6,25.6,25.6,good
57.76,28.08,1010.18,56.201,25.57,25.57,25.57,25.57,good
57.92,28.06,1010.18,56.649,25.6,25.6,25.6,25.6,good
58.02,28.04,1010.18,56.462,25.61,25.61,25.61,25.61,good
57.98,28.02,1010.18,56.424,25.6,25.6,25.6,25.6,good
58.04,28,1010.19,56.99,25.51,25.51,25.51,25.51,good
58.08,27.98,1010.19,56.876,25.53,25.53,25.53,25.53,good
58.07,27.97,1010.19,56.725,25.53,25.53,25.53,25.53,good
58.07,27.95,1010.19,56.8,25.51,25.51,25.51,25.51,good
58.12,27.94,1010.18,57.028,25.56,25.56,25.56,25.56,good
58.23,27.92,1010.18,57.104,25.62,25.62,25.62,25.62,good
58.22,27.91,1010.17,57.296,25.66,25.66,25.66,25.66,good
58.18,27.89,1010.17,57.104,25.63,25.63,25.63,25.63,good
58.19,27.88,1010.17,57.104,25.65,25.65,25.65,25.65,good
58.33,27.87,1010.17,57.028,25.65,25.65,25.65,25.65,good
58.42,27.86,1010.17,56.914,25.63,25.63,25.63,25.63,good
58.43,27.84,1010.17,56.914,25.64,25.64,25.64,25.64,good
58.51,27.83,1010.18,57.334,25.62,25.62,25.62,25.62,good
58.58,27.82,1010.18,57.334,25.62,25.62,25.62,25.62,good
58.52,27.82,1010.17,57.334,25.7,25.7,25.7,25.7,good
58.46,27.81,1010.16,57.489,25.76,25.76,25.76,25.76,good
58.47,27.8,1010.16,57.219,25.79,25.79,25.79,25.79,good
58.46,27.8,1010.15,57.605,25.84,25.84,25.84,25.84,good
58.45,27.79,1010.15,57.257,25.84,25.84,25.84,25.84,good
58.45,27.78,1010.14,57.45,25.91,25.91,25.91,25.91,good
58.47,27.77,1010.14,57.104,25.95,25.95,25.95,25.95,good
58.51,27.76,1010.13,57.373,26.02,26.02,26.02,26.02,good
58.53,27.75,1010.13,57.605,26.02,26.02,26.02,26.02,good
58.61,27.74,1010.12,57.296,26.09,26.09,26.09,26.09,good
58.6,27.73,1010.11,57.644,26.15,26.15,26.15,26.15,good
58.54,27.72,1010.11,57.566,26.15,26.15,26.15,26.15,good
58.5,27.71,1010.11,57.918,26.15,26.15,26.15,26.15,good
58.52,27.7,1010.11,57.644,26.2,26.2,26.2,26.2,good
58.56,27.69,1010.11,57.997,26.18,26.18,26.18,26.18,good
58.55,27.68,1010.1,58.076,26.22,26.22,26.22,26.22,good
58.56,27.67,1010.1,58.076,26.24,26.24,26.24,26.24,good
58.6,27.65,1010.1,58.115,26.24,26.24,26.24,26.24,good
58.63,27.64,1010.1,58.394,26.3,26.3,26.3,26.3,good
58.62,27.63,1010.09,58.195,26.31,26.31,26.31,26.31,good
58.66,27.61,1010.09,58.036,26.3,26.3,26.3,26.3,good
58.71,27.6,1010.09,58.314,26.38,26.38,26.38,26.38,good
58.76,27.59,1010.09,58.195,26.34,26.34,26.34,26.34,good
58.78,27.57,1010.09,57.84,26.36,26.36,26.36,26.36,good
58.8,27.56,1010.08,58.195,26.46,26.46,26.46,26.46,good
58.79,27.55,1010.07,58.675,26.47,26.47,26.47,26.47,good
58.82,27.54,1010.08,58.195,26.47,26.47,26.47,26.47,good
58.84,27.53,1010.07,58.234,26.49,26.49,26.49,26.49,good
58.9,27.51,1010.07,58.434,26.54,26.54,26.54,26.54,good
58.99,27.5,1010.07,58.076,26.53,26.53,26.53,26.53,good
59.07,27.49,1010.07,58.036,26.53,26.53,26.53,26.53,good
59.1,27.48,1010.07,58.354,26.52,26.52,26.52,26.52,good
59.14,27.47,1010.07,58.354,26.54,26.54,26.54,26.54,good
59.16,27.45,1010.06,58.514,26.55,26.55,26.55,26.55,good
59.18,27.44,1010.06,58.354,26.61,26.61,26.61,26.61,good
59.19,27.43,1010.05,58.354,26.65,26.65,26.65,26.65,good
59.25,27.42,1010.06,58.314,26.63,26.63,26.63,26.63,good
59.24,27.41,1010.05,58.434,26.64,26.64,26.64,26.64,good
59.28,27.4,1010.05,58.234,26.67,26.67,26.67,26.67,good
59.29,27.39,1010.05,58.076,26.71,26.71,26.71,26.71,good
59.32,27.38,1010.04,57.918,26.75,26.75,26.75,26.75,good
59.34,27.38,1010.04,58.274,26.77,26.77,26.77,26.77,good
59.3,27.37,1010.04,58.554,26.79,26.79,26.79,26.79,good
59.31,27.36,1010.04,58.634,26.75,26.75,26.75,26.75,good
59.36,27.35,1010.03,58.314,26.8,26.8,26.8,26.8,good
59.41,27.34,1010.03,58.155,26.84,26.84,26.84,26.84,good
59.47,27.33,1010.03,58.514,26.86,26.86,26.86,26.86,good
59.52,27.32,1010.04,58.675,26.78,26.78,26.78,26.78,good
59.49,27.31,1010.04,58.634,26.76,26.76,26.76,26.76,good
59.52,27.3,1010.03,58.756,26.83,26.83,26.83,26.83,good
59.55,27.29,1010.02,58.115,26.89,26.89,26.89,26.89,good
59.61,27.29,1010.03,58.394,26.81,26.81,26.81,26.81,good
59.71,27.28,1010.04,58.195,26.8,26.8,26.8,26.8,good
59.77,27.27,1010.02,58.314,26.89,26.89,26.89,26.89,good
59.74,27.27,1010.03,58.434,26.85,26.85,26.85,26.85,good
59.7,27.26,1010.03,58.314,26.86,26.86,26.86,26.86,good
59.72,27.26,1010.03,58.594,26.82,26.82,26.82,26.82,good
59.74,27.25,1010.05,58.434,26.7,26.7,26.7,26.7,good
59.77,27.25,1010.05,58.234,26.64,26.64,26.64,26.64,good
59.79,27.24,1010.06,58.474,26.62,26.62,26.62,26.62,good
59.75,27.24,1010.06,58.474,26.59,26.59,26.59,26.59,good
59.8,27.23,1010.06,58.354,26.63,26.63,26.63,26.63,good
59.82,27.23,1010.05,58.155,26.64,26.64,26.64,26.64,good
59.86,27.22,1010.06,58.115,26.63,26.63,26.63,26.63,good
59.85,27.22,1010.04,58.354,26.73,26.73,26.73,26.73,good
59.84,27.21,1010.04,58.434,26.73,26.73,26.73,26.73,good
59.83,27.21,1010.05,58.195,26.71,26.71,26.71,26.71,good
59.82,27.21,1010.04,58.354,26.78,26.78,26.78,26.78,good
59.88,27.2,1010.04,58.274,26.8,26.8,26.8,26.8,good
59.92,27.2,1010.04,58.594,26.78,26.78,26.78,26.78,good
59.96,27.19,1010.04,58.195,26.77,26.77,26.77,26.77,good
59.99,27.19,1010.04,58.274,26.79,26.79,26.79,26.79,good
59.98,27.18,1010.03,58.394,26.83,26.83,26.83,26.83,good
59.95,27.18,1010.03,58.634,26.89,26.89,26.89,26.89,good
59.92,27.18,1010.03,58.354,26.87,26.87,26.87,26.87,good
59.92,27.17,1010.02,58.594,26.9,26.9,26.9,26.9,good
59.94,27.17,1010.03,58.314,26.88,26.88,26.88,26.88,good
59.94,27.16,1010.03,58.554,26.88,26.88,26.88,26.88,good
59.95,27.15,1010.03,58.474,26.88,26.88,26.88,26.88,good
59.95,27.14,1010.03,58.594,26.88,26.88,26.88,26.88,good
59.94,27.14,1010.02,58.434,26.94,26.94,26.94,26.94,good
59.98,27.13,1010.02,58.554,26.94,26.94,26.94,26.94,good
60.02,27.12,1010.02,58.594,26.9,26.9,26.9,26.9,good
60.02,27.11,1010.02,58.756,26.92,26.92,26.92,26.92,good
60.07,27.1,1010.01,58.554,27,27,27,27,good
60.16,27.1,1010,58.554,27.09,27.09,27.09,27.09,good
60.31,27.09,1009.99,58.796,27.19,27.19,27.19,27.19,good
60.31,27.09,1009.98,58.554,27.24,27.24,27.24,27.24,good
60.23,27.08,1009.97,58.554,27.31,27.31,27.31,27.31,good
60.17,27.08,1009.97,58.634,27.36,27.36,27.36,27.36,good
60.21,27.08,1009.96,58.474,27.41,27.41,27.41,27.41,good
60.21,27.08,1009.96,58.715,27.44,27.44,27.44,27.44,good
60.21,27.08,1009.96,58.514,27.43,27.43,27.43,27.43,good
60.25,27.07,1009.96,58.434,27.45,27.45,27.45,27.45,good
60.26,27.07,1009.95,58.675,27.54,27.54,27.54,27.54,good
60.24,27.07,1009.94,58.394,27.56,27.56,27.56,27.56,good
60.19,27.07,1009.94,58.474,27.56,27.56,27.56,27.56,good
60.17,27.07,1009.95,58.514,27.55,27.55,27.55,27.55,good
60.22,27.07,1009.95,58.594,27.52,27.52,27.52,27.52,good
60.26,27.07,1009.95,58.354,27.52,27.52,27.52,27.52,good
60.28,27.07,1009.95,58.756,27.54,27.54,27.54,27.54,good
60.27,27.07,1009.95,58.675,27.55,27.55,27.55,27.55,good
60.28,27.07,1009.94,58.474,27.59,27.59,27.59,27.59,good
60.32,27.07,1009.94,58.314,27.61,27.61,27.61,27.61,good
60.35,27.07,1009.94,58.274,27.61,27.61,27.61,27.61,good
60.36,27.07,1009.93,58.076,27.69,27.69,27.69,27.69,good
60.38,27.07,1009.92,58.115,27.77,27.77,27.77,27.77,good
60.39,27.07,1009.92,58.274,27.78,27.78,27.78,27.78,good
60.38,27.07,1009.92,58.514,27.75,27.75,27.75,27.75,good
60.46,27.08,1009.92,58.115,27.78,27.78,27.78,27.78,good
60.47,27.08,1009.92,58.195,27.77,27.77,27.77,27.77,good
60.46,27.09,1009.91,58.036,27.8,27.8,27.8,27.8,good
60.51,27.1,1009.92,57.957,27.76,27.76,27.76,27.76,good
60.53,27.1,1009.92,57.957,27.75,27.75,27.75,27.75,good
60.49,27.11,1009.92,57.997,27.8,27.8,27.8,27.8,good
60.45,27.13,1009.91,57.879,27.82,27.82,27.82,27.82,good
60.35,27.14,1009.91,57.761,27.85,27.85,27.85,27.85,good
60.27,27.15,1009.9,58.115,27.92,27.92,27.92,27.92,good
60.29,27.17,1009.89,58.036,28.02,28.02,28.02,28.02,good
60.37,27.18,1009.88,57.683,28.06,28.06,28.06,28.06,good
60.4,27.19,1009.87,57.722,28.16,28.16,28.16,28.16,good
60.33,27.21,1009.87,57.683,28.18,28.18,28.18,28.18,good
60.22,27.22,1009.86,57.918,28.23,28.23,28.23,28.23,good
60.12,27.23,1009.86,57.761,28.23,28.23,28.23,28.23,good
60.3,27.25,1009.86,57.566,28.26,28.26,28.26,28.26,good
60.31,27.26,1009.86,57.683,28.29,28.29,28.29,28.29,good
60.17,27.27,1009.86,57.528,28.28,28.28,28.28,28.28,good
60.1,27.28,1009.86,57.334,28.27,28.27,28.27,28.27,good
60.13,27.29,1009.86,57.257,28.28,28.28,28.28,28.28,good
60.05,27.3,1009.86,57.683,28.25,28.25,28.25,28.25,good
60.04,27.31,1009.86,57.644,28.22,28.22,28.22,28.22,good
60.03,27.32,1009.86,57.722,28.29,28.29,28.29,28.29,good
59.99,27.33,1009.86,57.566,28.3,28.3,28.3,28.3,good
60.01,27.34,1009.85,57.411,28.35,28.35,28.35,28.35,good
59.97,27.36,1009.84,57.45,28.4,28.4,28.4,28.4,good
60,27.37,1009.84,57.142,28.44,28.44,28.44,28.44,good
60.21,27.39,1009.84,57.373,28.44,28.44,28.44,28.44,good
60.12,27.4,1009.84,57.257,28.45,28.45,28.45,28.45,good
60.01,27.42,1009.84,57.104,28.46,28.46,28.46,28.46,good
59.88,27.44,1009.83,57.219,28.48,28.48,28.48,28.48,good
59.77,27.46,1009.83,57.181,28.49,28.49,28.49,28.49,good
59.81,27.48,1009.83,56.612,28.52,28.52,28.52,28.52,good
60.22,27.5,1009.84,56.499,28.47,28.47,28.47,28.47,good
60.03,27.52,1009.83,56.424,28.48,28.48,28.48,28.48,good
59.74,27.54,1009.83,56.574,28.48,28.48,28.48,28.48,good
59.53,27.55,1009.83,56.952,28.49,28.49,28.49,28.49,good
59.39,27.56,1009.82,56.725,28.58,28.58,28.58,28.58,good
59.39,27.58,1009.82,56.8,28.62,28.62,28.62,28.62,good
59.48,27.6,1009.81,56.649,28.68,28.68,28.68,28.68,good
59.45,27.63,1009.81,56.725,28.68,28.68,28.68,28.68,good
59.43,27.67,1009.81,56.499,28.67,28.67,28.67,28.67,good
59.41,27.71,1009.81,56.128,28.71,28.71,28.71,28.71,good
59.43,27.75,1009.8,56.054,28.72,28.72,28.72,28.72,good
59.34,27.8,1009.8,55.724,28.75,28.75,28.75,28.75,good
59.49,27.84,1009.8,55.471,28.73,28.73,28.73,28.73,good
59.45,27.9,1009.8,55.688,28.74,28.74,28.74,28.74,good
59.04,27.95,1009.8,55.327,28.73,28.73,28.73,28.73,good
58.68,28,1009.8,55.113,28.77,28.77,28.77,28.77,good
58.49,28.04,1009.79,54.9,28.87,28.87,28.87,28.87,good
58.52,28.09,1009.79,54.584,28.89,28.89,28.89,28.89,good
58.68,28.14,1009.79,54.444,28.88,28.88,28.88,28.88,good
58.54,28.19,1009.79,54.619,28.88,28.88,28.88,28.88,good
58.5,28.24,1009.78,54.099,28.91,28.91,28.91,28.91,good
58.55,28.29,1009.79,54.065,28.89,28.89,28.89,28.89,good
58.59,28.33,1009.78,53.455,28.95,28.95,28.95,28.95,good
58.61,28.38,1009.78,53.422,28.9,28.9,28.9,28.9,good
58.34,28.42,1009.78,53.623,28.93,28.93,28.93,28.93,good
58.55,28.47,1009.78,52.925,28.97,28.97,28.97,28.97,good
58.83,28.51,1009.78,52.664,28.92,28.92,28.92,28.92,poor
58.64,28.55,1009.78,52.534,28.94,28.94,28.94,28.94,poor
58.47,28.6,1009.78,52.085,28.9,28.9,28.9,28.9,poor
58.42,28.64,1009.78,52.053,28.97,28.97,28.97,28.97,poor
58.06,28.68,1009.77,52.469,29.01,29.01,29.01,29.01,poor
57.77,28.72,1009.77,52.373,28.99,28.99,28.99,28.99,poor
57.47,28.75,1009.77,52.308,29.05,29.05,29.05,29.05,poor
57.81,28.79,1009.76,52.053,29.1,29.1,29.1,29.1,poor
58.21,28.82,1009.76,51.738,29.08,29.08,29.08,29.08,poor
58.47,28.86,1009.76,51.457,29.09,29.09,29.09,29.09,poor
57.82,28.89,1009.76,51.457,29.12,29.12,29.12,29.12,poor
57.31,28.91,1009.76,51.895,29.09,29.09,29.09,29.09,poor
57.06,28.93,1009.77,52.053,29.01,29.01,29.01,29.01,poor
56.85,28.94,1009.76,52.085,29.09,29.09,29.09,29.09,poor
56.72,28.95,1009.77,52.276,29.03,29.03,29.03,29.03,poor
56.6,28.95,1009.77,52.341,29,29,29,29,poor
56.56,28.95,1009.76,52.502,29.08,29.08,29.08,29.08,poor
56.51,28.95,1009.75,52.664,29.14,29.14,29.14,29.14,poor
56.48,28.94,1009.74,52.437,29.24,29.24,29.24,29.24,poor
56.5,28.93,1009.74,52.696,29.28,29.28,29.28,29.28,poor
56.5,28.92,1009.74,52.696,29.28,29.28,29.28,29.28,poor
56.52,28.91,1009.73,52.631,29.33,29.33,29.33,29.33,poor
56.56,28.89,1009.74,52.859,29.31,29.31,29.31,29.31,poor
56.53,28.88,1009.73,52.892,29.37,29.37,29.37,29.37,poor
56.51,28.87,1009.73,53.056,29.38,29.38,29.38,29.38,poor
56.51,28.86,1009.72,53.024,29.41,29.41,29.41,29.41,poor
56.63,28.84,1009.73,53.189,29.37,29.37,29.37,29.37,poor
56.59,28.83,1009.73,52.958,29.35,29.35,29.35,29.35,poor
56.62,28.82,1009.72,52.991,29.41,29.41,29.41,29.41,poor
56.68,28.8,1009.72,53.222,29.46,29.46,29.46,29.46,poor
56.71,28.78,1009.71,53.189,29.52,29.52,29.52,29.52,poor
56.77,28.77,1009.72,53.355,29.44,29.44,29.44,29.44,poor
56.85,28.75,1009.71,53.222,29.54,29.54,29.54,29.54,poor
57.39,28.74,1009.72,53.123,29.47,29.47,29.47,29.47,poor
57.58,28.72,1009.72,53.09,29.41,29.41,29.41,29.41,poor
58.17,28.71,1009.73,52.892,29.37,29.37,29.37,29.37,poor
58.61,28.69,1009.72,52.502,29.42,29.42,29.42,29.42,poor
58.48,28.68,1009.72,52.373,29.44,29.44,29.44,29.44,poor
58.6,28.67,1009.71,52.437,29.49,29.49,29.49,29.49,poor
58.72,28.66,1009.72,52.117,29.47,29.47,29.47,29.47,poor
58.94,28.65,1009.71,51.863,29.49,29.49,29.49,29.49,poor
59.15,28.64,1009.71,51.8,29.51,29.51,29.51,29.51,poor
59.11,28.64,1009.71,51.895,29.5,29.5,29.5,29.5,poor
59.24,28.64,1009.71,51.364,29.52,29.52,29.52,29.52,poor
59.17,28.64,1009.7,51.644,29.56,29.56,29.56,29.56,poor
59.11,28.65,1009.7,51.675,29.61,29.61,29.61,29.61,poor
59.07,28.65,1009.7,51.519,29.59,29.59,29.59,29.59,poor
58.82,28.66,1009.69,51.457,29.68,29.68,29.68,29.68,poor
58.71,28.66,1009.69,51.581,29.69,29.69,29.69,29.69,poor
59.21,28.67,1009.68,51.148,29.78,29.78,29.78,29.78,poor
59.23,28.68,1009.67,51.057,29.83,29.83,29.83,29.83,poor
58.9,28.69,1009.67,51.426,29.85,29.85,29.85,29.85,poor
58.93,28.71,1009.67,51.302,29.86,29.86,29.86,29.86,poor
59.2,28.72,1009.66,51.148,29.92,29.92,29.92,29.92,poor
59.19,28.74,1009.67,51.179,29.89,29.89,29.89,29.89,poor
59.37,28.75,1009.68,50.783,29.8,29.8,29.8,29.8,poor
59.23,28.77,1009.68,50.813,29.78,29.78,29.78,29.78,poor
59.21,28.79,1009.67,50.844,29.82,29.82,29.82,29.82,poor
59.21,28.8,1009.67,50.423,29.88,29.88,29.88,29.88,poor
59.05,28.82,1009.67,50.813,29.89,29.89,29.89,29.89,poor
59.02,28.83,1009.66,50.753,29.93,29.93,29.93,29.93,poor
58.97,28.85,1009.65,50.723,30,30,30,30,poor
59.16,28.86,1009.65,50.483,30,30,30,30,poor
59.11,28.87,1009.66,50.542,29.95,29.95,29.95,29.95,poor
59.1,28.89,1009.66,50.334,29.9,29.9,29.9,29.9,poor
58.91,28.9,1009.66,50.097,29.96,29.96,29.96,29.96,poor
58.54,28.91,1009.67,50.363,29.89,29.89,29.89,29.89,poor
58.63,28.92,1009.66,50.453,29.92,29.92,29.92,29.92,poor
58.68,28.91,1009.65,50.423,29.98,29.98,29.98,29.98,poor
58.86,28.91,1009.65,50.186,29.99,29.99,29.99,29.99,poor
58.95,28.9,1009.65,50.274,30,30,30,30,poor
59.01,28.89,1009.66,50.245,29.97,29.97,29.97,29.97,poor
59.1,28.89,1009.65,50.423,30.02,30.02,30.02,30.02,poor
58.93,28.88,1009.65,50.363,30.02,30.02,30.02,30.02,poor
58.99,28.87,1009.65,50.393,30.02,30.02,30.02,30.02,poor
58.91,28.87,1009.65,50.363,30,30,30,30,poor
58.89,28.86,1009.65,50.334,30.02,30.02,30.02,30.02,poor
59.06,28.86,1009.65,50.215,30.01,30.01,30.01,30.01,poor
58.97,28.86,1009.65,50.245,29.98,29.98,29.98,29.98,poor
59.06,28.86,1009.65,50.245,29.99,29.99,29.99,29.99,poor
58.72,28.86,1009.65,50.363,30.03,30.03,30.03,30.03,poor
59.04,28.86,1009.65,50.453,30.03,30.03,30.03,30.03,poor
59.1,28.87,1009.65,50.363,30.03,30.03,30.03,30.03,poor
59.04,28.88,1009.65,50.156,30.05,30.05,30.05,30.05,poor
59.04,28.89,1009.65,50.097,30.05,30.05,30.05,30.05,poor
59.17,28.9,1009.64,50.127,30.08,30.08,30.08,30.08,poor
59.2,28.92,1009.64,49.98,30.14,30.14,30.14,30.14,poor
