humid,temp,press,gas,tvoc,altitude,eCO2,H2,quality
49.21,27.92,1006.7,62.362,54.68,54.68,54.68,54.68,good
49.34,27.92,1006.71,62.09,54.62,54.62,54.62,54.62,good
49.85,27.92,1006.71,62.135,54.62,54.62,54.62,54.62,good
50.11,27.92,1006.71,62.317,54.62,54.62,54.62,54.62,good
49.77,27.92,1006.71,62.914,54.58,54.58,54.58,54.58,good
49.21,27.91,1006.7,63.334,54.64,54.64,54.64,54.64,good
49.2,27.88,1006.7,63.382,54.67,54.67,54.67,54.67,good
49.24,27.82,1006.69,64.144,54.72,54.72,54.72,54.72,good
48.86,27.73,1006.69,64.925,54.73,54.73,54.73,54.73,good
49.05,27.63,1006.68,65.422,54.82,54.82,54.82,54.82,good
49.56,27.51,1006.69,65.523,54.76,54.76,54.76,54.76,good
50.02,27.38,1006.7,66.338,54.68,54.68,54.68,54.68,good
50.19,27.24,1006.71,66.858,54.56,54.56,54.56,54.56,good
50.43,27.09,1006.72,67.492,54.49,54.49,54.49,54.49,good
50.91,26.94,1006.72,67.814,54.52,54.52,54.52,54.52,good
51.42,26.79,1006.71,67.814,54.57,54.57,54.57,54.57,good
51.62,26.65,1006.72,68.248,54.54,54.54,54.54,54.54,good
51.85,26.51,1006.72,68.139,54.55,54.55,54.55,54.55,good
52.19,26.37,1006.71,69.754,54.57,54.57,54.57,54.57,good
52.54,26.24,1006.71,69.64,54.59,54.59,54.59,54.59,good
52.68,26.12,1006.71,70.387,54.6,54.6,54.6,54.6,good
52.85,26,1006.71,70.27101,54.61,54.61,54.61,54.61,good
53.09,25.89,1006.71,70.098,54.6,54.6,54.6,54.6,good
53.24,25.78,1006.71,70.796,54.62,54.62,54.62,54.62,good
53.27,25.67,1006.71,71.568,54.61,54.61,54.61,54.61,good
53.46,25.56,1006.72,71.568,54.55,54.55,54.55,54.55,good
53.79,25.46,1006.72,72.112,54.54,54.54,54.54,54.54,poor
54.09,25.36,1006.72,72.727,54.5,54.5,54.5,54.5,poor
54.31,25.27,1006.72,72.976,54.53,54.53,54.53,54.53,poor
54.49,25.18,1006.72,73.542,54.53,54.53,54.53,54.53,poor
54.74,25.1,1006.71,73.289,54.56,54.56,54.56,54.56,poor
54.91,25.02,1006.72,73.605,54.54,54.54,54.54,54.54,poor
54.85,24.95,1006.72,74.44,54.54,54.54,54.54,54.54,poor
55.02,24.88,1006.72,74.766,54.51,54.51,54.51,54.51,poor
55.24,24.81,1006.73,75.029,54.45,54.45,54.45,54.45,poor
55.28,24.74,1006.72,75.427,54.47,54.47,54.47,54.47,poor
55.12,24.68,1006.73,76.032,54.46,54.46,54.46,54.46,poor
55.29,24.62,1006.73,76.032,54.44,54.44,54.44,54.44,poor
55.59,24.56,1006.72,76.57701,54.48,54.48,54.48,54.48,poor
55.79,24.5,1006.72,76.372,54.49,54.49,54.49,54.49,poor
55.73,24.45,1006.73,76.57701,54.45,54.45,54.45,54.45,poor
55.85,24.4,1006.74,76.992,54.33,54.33,54.33,54.33,poor
55.99,24.35,1006.73,77.062,54.41,54.41,54.41,54.41,poor
55.97,24.3,1006.72,77.552,54.47,54.47,54.47,54.47,poor
55.99,24.26,1006.73,77.764,54.46,54.46,54.46,54.46,poor
56.19,24.21,1006.73,77.693,54.41,54.41,54.41,54.41,poor
56.4,24.17,1006.73,78.191,54.46,54.46,54.46,54.46,poor
56.65,24.13,1006.72,78.191,54.52,54.52,54.52,54.52,poor
56.7,24.09,1006.72,78.551,54.53,54.53,54.53,54.53,poor
56.79,24.06,1006.72,78.84201,54.54,54.54,54.54,54.54,poor
56.94,24.03,1006.72,78.84201,54.51,54.51,54.51,54.51,poor
56.97,24,1006.72,79.134,54.52,54.52,54.52,54.52,poor
56.96,23.98,1006.72,79.134,54.53,54.53,54.53,54.53,poor
57.07,23.96,1006.72,79.061,54.51,54.51,54.51,54.51,poor
57.11,23.94,1006.72,79.429,54.55,54.55,54.55,54.55,poor
57.03,23.92,1006.72,79.8,54.55,54.55,54.55,54.55,poor
56.92,23.9,1006.72,79.725,54.52,54.52,54.52,54.52,poor
56.99,23.88,1006.72,80.402,54.51,54.51,54.51,54.51,poor
57.13,23.86,1006.72,80.02501,54.49,54.49,54.49,54.49,poor
56.97,23.84,1006.72,80.782,54.51,54.51,54.51,54.51,poor
56.96,23.81,1006.71,81.012,54.58,54.58,54.58,54.58,poor
57.21,23.78,1006.72,81.012,54.55,54.55,54.55,54.55,poor
57.47,23.76,1006.72,80.782,54.49,54.49,54.49,54.49,poor
57.49,23.73,1006.71,81.554,54.56,54.56,54.56,54.56,poor
57.61,23.71,1006.71,81.632,54.58,54.58,54.58,54.58,poor
57.72,23.69,1006.72,82.024,54.5,54.5,54.5,54.5,poor
57.82,23.67,1006.72,81.71,54.53,54.53,54.53,54.53,poor
57.58,23.64,1006.71,82.024,54.57,54.57,54.57,54.57,poor
57.56,23.62,1006.71,81.946,54.6,54.6,54.6,54.6,poor
57.81,23.6,1006.71,82.024,54.56,54.56,54.56,54.56,poor
57.98,23.58,1006.71,82.74,54.59,54.59,54.59,54.59,poor
57.86,23.57,1006.72,82.262,54.52,54.52,54.52,54.52,poor
57.83,23.55,1006.72,82.5,54.5,54.5,54.5,54.5,poor
57.93,23.54,1006.72,82.58,54.47,54.47,54.47,54.47,poor
58.01,23.53,1006.73,82.262,54.46,54.46,54.46,54.46,poor
57.84,23.52,1006.73,82.901,54.43,54.43,54.43,54.43,poor
57.86,23.51,1006.73,82.74,54.43,54.43,54.43,54.43,poor
57.95,23.5,1006.73,82.901,54.4,54.4,54.4,54.4,poor
58.18,23.49,1006.74,83.143,54.37,54.37,54.37,54.37,poor
57.99,23.49,1006.74,83.306,54.38,54.38,54.38,54.38,poor
58.12,23.48,1006.74,83.143,54.35,54.35,54.35,54.35,poor
58.1,23.48,1006.75,83.387,54.28,54.28,54.28,54.28,poor
58.11,23.48,1006.75,84.21,54.29,54.29,54.29,54.29,poor
57.95,23.48,1006.74,83.469,54.31,54.31,54.31,54.31,poor
58.2,23.48,1006.75,83.306,54.29,54.29,54.29,54.29,poor
58.47,23.48,1006.74,83.632,54.35,54.35,54.35,54.35,poor
58.47,23.48,1006.74,84.044,54.36,54.36,54.36,54.36,poor
58.26,23.48,1006.74,83.714,54.34,54.34,54.34,54.34,poor
58.26,23.48,1006.74,83.797,54.32,54.32,54.32,54.32,poor
58.25,23.48,1006.75,84.544,54.29,54.29,54.29,54.29,poor
58.07,23.48,1006.75,84.46,54.27,54.27,54.27,54.27,poor
57.77,23.48,1006.75,84.88,54.25,54.25,54.25,54.25,poor
57.83,23.48,1006.75,84.628,54.25,54.25,54.25,54.25,poor
57.9,23.48,1006.75,84.88,54.23,54.23,54.23,54.23,poor
57.8,23.48,1006.76,85.134,54.21,54.21,54.21,54.21,poor
57.47,23.47,1006.76,85.475,54.19,54.19,54.19,54.19,poor
57.75,23.47,1006.75,84.965,54.23,54.23,54.23,54.23,poor
58.18,23.47,1006.75,84.796,54.24,54.24,54.24,54.24,poor
57.93,23.46,1006.76,85.81901,54.19,54.19,54.19,54.19,poor
57.64,23.46,1006.76,85.561,54.21,54.21,54.21,54.21,poor
57.71,23.45,1006.76,85.733,54.17,54.17,54.17,54.17,poor
57.89,23.45,1006.76,85.304,54.14,54.14,54.14,54.14,poor
57.9,23.44,1006.76,86.253,54.15,54.15,54.15,54.15,poor
57.57,23.43,1006.76,86.603,54.16,54.16,54.16,54.16,poor
57.71,23.41,1006.77,86.07901,54.12,54.12,54.12,54.12,poor
57.85,23.4,1006.77,86.166,54.08,54.08,54.08,54.08,poor
57.75,23.39,1006.77,86.603,54.09,54.09,54.09,54.09,poor
58,23.37,1006.78,86.166,54.01,54.01,54.01,54.01,poor
58.24,23.36,1006.78,86.253,53.98,53.98,53.98,53.98,poor
58.09,23.35,1006.79,86.603,53.96,53.96,53.96,53.96,poor
57.78,23.33,1006.78,87.22301,53.98,53.98,53.98,53.98,poor
57.57,23.31,1006.79,86.868,53.94,53.94,53.94,53.94,poor
57.65,23.29,1006.78,87.58101,53.99,53.99,53.99,53.99,poor
57.79,23.27,1006.79,87.491,53.95,53.95,53.95,53.95,poor
57.66,23.25,1006.79,87.942,53.96,53.96,53.96,53.96,poor
57.69,23.22,1006.79,88.033,53.89,53.89,53.89,53.89,poor
57.84,23.2,1006.8,88.215,53.85,53.85,53.85,53.85,poor
58.01,23.17,1006.81,87.942,53.79,53.79,53.79,53.79,poor
57.65,23.15,1006.8,88.306,53.81,53.81,53.81,53.81,poor
57.66,23.12,1006.8,88.673,53.81,53.81,53.81,53.81,poor
57.92,23.1,1006.81,88.765,53.78,53.78,53.78,53.78,poor
58.22,23.07,1006.81,88.858,53.79,53.79,53.79,53.79,poor
58.05,23.05,1006.81,89.323,53.75,53.75,53.75,53.75,poor
58.35,23.03,1006.81,89.136,53.73,53.73,53.73,53.73,poor
58.52,23.01,1006.82,89.043,53.71,53.71,53.71,53.71,poor
58.65,22.99,1006.81,89.043,53.71,53.71,53.71,53.71,poor
58.63,22.97,1006.83,89.136,53.62,53.62,53.62,53.62,poor
58.67,22.96,1006.83,89.136,53.58,53.58,53.58,53.58,poor
58.86,22.95,1006.83,89.416,53.57,53.57,53.57,53.57,poor
59,22.94,1006.84,89.043,53.54,53.54,53.54,53.54,poor
59.02,22.93,1006.83,89.793,53.58,53.58,53.58,53.58,poor
59.18,22.93,1006.83,88.858,53.56,53.56,53.56,53.56,poor
59.42,22.93,1006.84,89.043,53.51,53.51,53.51,53.51,poor
59.54,22.93,1006.84,88.673,53.51,53.51,53.51,53.51,poor
59.31,22.93,1006.84,89.416,53.48,53.48,53.48,53.48,poor
59.3,22.94,1006.84,88.489,53.5,53.5,53.5,53.5,poor
59.53,22.94,1006.84,88.581,53.47,53.47,53.47,53.47,poor
59.86,22.95,1006.84,88.95,53.48,53.48,53.48,53.48,poor
59.53,22.96,1006.84,89.043,53.47,53.47,53.47,53.47,poor
59.65,22.98,1006.85,88.858,53.44,53.44,53.44,53.44,poor
59.68,22.99,1006.85,87.851,53.43,53.43,53.43,53.43,poor
59.58,23,1006.85,88.215,53.43,53.43,53.43,53.43,poor
59.41,23.01,1006.85,88.858,53.41,53.41,53.41,53.41,poor
59.6,23.03,1006.85,88.673,53.44,53.44,53.44,53.44,poor
59.79,23.04,1006.86,88.581,53.38,53.38,53.38,53.38,poor
59.63,23.06,1006.85,88.765,53.39,53.39,53.39,53.39,poor
59.49,23.07,1006.85,88.673,53.42,53.42,53.42,53.42,poor
59.51,23.09,1006.85,88.033,53.44,53.44,53.44,53.44,poor
59.61,23.1,1006.84,88.95,53.49,53.49,53.49,53.49,poor
100,34.15,667.9,52.117,3380.16,3380.16,3380.16,3380.16,poor
56.39,25.47,1007.65,11.691,46.76,46.76,46.76,46.76,poor
100,34.15,667.9,17.241,3380.16,3380.16,3380.16,3380.16,poor
100,34.15,667.9,11.909,3380.16,3380.16,3380.16,3380.16,poor
100,34.15,667.9,16.133,3380.16,3380.16,3380.16,3380.16,poor
100,34.15,667.9,20.625,3380.16,3380.16,3380.16,3380.16,poor
100,34.15,667.9,26.677,3380.16,3380.16,3380.16,3380.16,poor
100,34.15,667.9,31.738,3380.16,3380.16,3380.16,3380.16,poor
100,34.15,667.9,37.058,3380.16,3380.16,3380.16,3380.16,poor
100,34.15,667.9,42.356,3380.16,3380.16,3380.16,3380.16,poor
100,34.15,667.9,44.708,3380.16,3380.16,3380.16,3380.16,poor
100,34.15,667.9,51.333,3380.16,3380.16,3380.16,3380.16,poor
100,34.15,667.9,56.276,3380.16,3380.16,3380.16,3380.16,poor
100,34.15,667.9,61.376,3380.16,3380.16,3380.16,3380.16,poor
100,34.15,667.9,65.928,3380.16,3380.16,3380.16,3380.16,poor
100,34.15,667.9,70.329,3380.16,3380.16,3380.16,3380.16,poor
100,34.15,667.9,10.213,3380.16,3380.16,3380.16,3380.16,poor
56.07,26.99,1012.14,5.684,9.24,9.24,9.24,9.24,good
55.78,26.97,1012.15,5.684,9.15,9.15,9.15,9.15,good
55.64,26.95,1012.15,5.684,9.17,9.17,9.17,9.17,good
55.54,26.95,1012.16,5.684,9.11,9.11,9.11,9.11,good
100,34.15,667.9,12.605,3380.16,3380.16,3380.16,3380.16,poor
55.48,27.11,1012.17,5.684,8.96,8.96,8.96,8.96,good
55.18,27.09,1012.18,5.684,8.93,8.93,8.93,8.93,good
55,27.08,1012.17,6.432,9.02,9.02,9.02,9.02,good
54.74,27.08,1012.16,7.269,9.07,9.07,9.07,9.07,good
54.58,27.09,1012.16,8.266,9.05,9.05,9.05,9.05,good
54.44,27.1,1012.16,9.208,9.06,9.06,9.06,9.06,good
54.28,27.12,1012.16,10.243,9.07,9.07,9.07,9.07,good
54.14,27.13,1012.17,11.259,9.04,9.04,9.04,9.04,good
54.06,27.15,1012.16,12.502,9.04,9.04,9.04,9.04,good
53.97,27.17,1012.16,13.654,9.06,9.06,9.06,9.06,good
53.91,27.19,1012.16,14.811,9.07,9.07,9.07,9.07,good
53.76,27.21,1012.16,15.892,9.08,9.08,9.08,9.08,good
53.66,27.24,1012.16,17.116,9.07,9.07,9.07,9.07,good
53.55,27.25,1012.16,18.417,9.05,9.05,9.05,9.05,good
53.45,27.27,1012.17,19.458,8.99,8.99,8.99,8.99,good
53.62,27.29,1012.17,20.725,8.96,8.96,8.96,8.96,good
53.57,27.3,1012.17,22.076,8.98,8.98,8.98,8.98,good
53.51,27.31,1012.17,23.686,8.98,8.98,8.98,8.98,good
53.44,27.33,1012.17,24.917,8.99,8.99,8.99,8.99,good
53.41,27.34,1012.18,26.074,8.93,8.93,8.93,8.93,good
53.38,27.36,1012.18,27.239,8.91,8.91,8.91,8.91,good
53.34,27.37,1012.19,28.4,8.86,8.86,8.86,8.86,good
53.24,27.39,1012.19,29.54,8.86,8.86,8.86,8.86,good
53.08,27.4,1012.19,30.776,8.83,8.83,8.83,8.83,good
53.03,27.41,1012.19,31.785,8.84,8.84,8.84,8.84,good
53.07,27.42,1012.19,32.761,8.83,8.83,8.83,8.83,good
53.06,27.43,1012.18,33.961,8.91,8.91,8.91,8.91,good
52.99,27.44,1012.18,34.735,8.91,8.91,8.91,8.91,good
52.91,27.45,1012.19,35.844,8.83,8.83,8.83,8.83,good
52.89,27.46,1012.19,36.707,8.86,8.86,8.86,8.86,good
52.82,27.47,1012.19,37.68,8.86,8.86,8.86,8.86,good
52.77,27.48,1012.18,38.565,8.9,8.9,8.9,8.9,good
52.75,27.48,1012.18,39.421,8.94,8.94,8.94,8.94,good
52.72,27.48,1012.18,40.125,8.95,8.95,8.95,8.95,good
52.7,27.49,1012.18,40.894,8.93,8.93,8.93,8.93,good
52.7,27.49,1012.18,41.571,8.92,8.92,8.92,8.92,good
52.64,27.5,1012.18,42.23,8.92,8.92,8.92,8.92,good
52.66,27.5,1012.18,43.126,8.9,8.9,8.9,8.9,good
52.6,27.5,1012.18,43.7,8.93,8.93,8.93,8.93,good
52.56,27.51,1012.17,44.429,8.96,8.96,8.96,8.96,good
52.61,27.51,1012.19,44.614,8.87,8.87,8.87,8.87,good
52.59,27.52,1012.18,45.422,8.9,8.9,8.9,8.9,good
52.51,27.52,1012.18,46.059,8.92,8.92,8.92,8.92,good
52.5,27.52,1012.18,46.766,8.89,8.89,8.89,8.89,good
52.53,27.52,1012.19,47.716,8.86,8.86,8.86,8.86,good
52.63,27.51,1012.19,48.093,8.81,8.81,8.81,8.81,good
52.77,27.51,1012.19,48.752,8.81,8.81,8.81,8.81,good
52.81,27.51,1012.19,49.202,8.8,8.8,8.8,8.8,good
52.76,27.52,1012.19,49.689,8.82,8.82,8.82,8.82,good
52.76,27.52,1012.19,50.127,8.79,8.79,8.79,8.79,good
52.74,27.52,1012.2,50.602,8.78,8.78,8.78,8.78,good
52.79,27.52,1012.19,50.996,8.84,8.84,8.84,8.84,good
52.84,27.52,1012.19,51.426,8.83,8.83,8.83,8.83,good
52.86,27.53,1012.19,51.706,8.85,8.85,8.85,8.85,good
52.92,27.53,1012.19,51.926,8.81,8.81,8.81,8.81,good
53.01,27.53,1012.19,52.308,8.8,8.8,8.8,8.8,good
52.99,27.54,1012.19,52.534,8.83,8.83,8.83,8.83,good
52.92,27.54,1012.19,52.859,8.83,8.83,8.83,8.83,good
52.85,27.54,1012.19,53.123,8.82,8.82,8.82,8.82,good
52.8,27.55,1012.19,53.388,8.79,8.79,8.79,8.79,good
52.8,27.55,1012.2,53.691,8.73,8.73,8.73,8.73,good
52.86,27.56,1012.2,54.065,8.72,8.72,8.72,8.72,good
52.83,27.56,1012.19,54.375,8.82,8.82,8.82,8.82,good
52.88,27.56,1012.19,53.928,8.81,8.81,8.81,8.81,good
52.81,27.57,1012.19,54.619,8.84,8.84,8.84,8.84,good
52.79,27.57,1012.19,54.759,8.8,8.8,8.8,8.8,good
52.73,27.58,1012.19,55.077,8.82,8.82,8.82,8.82,good
52.61,27.58,1012.19,55.399,8.8,8.8,8.8,8.8,good
52.57,27.58,1012.19,55.507,8.8,8.8,8.8,8.8,good
52.55,27.58,1012.19,55.797,8.82,8.82,8.82,8.82,good
52.56,27.58,1012.19,56.128,8.84,8.84,8.84,8.84,good
52.52,27.58,1012.19,56.387,8.85,8.85,8.85,8.85,good
52.52,27.58,1012.19,56.499,8.83,8.83,8.83,8.83,good
52.61,27.58,1012.18,56.649,8.92,8.92,8.92,8.92,good
52.61,27.58,1012.18,56.8,8.94,8.94,8.94,8.94,good
52.61,27.58,1012.18,57.104,8.94,8.94,8.94,8.94,good
52.65,27.59,1012.18,57.104,8.95,8.95,8.95,8.95,good
52.63,27.59,1012.18,57.028,8.93,8.93,8.93,8.93,good
52.56,27.59,1012.17,57.45,8.95,8.95,8.95,8.95,good
52.57,27.6,1012.17,57.334,9,9,9,9,good
52.55,27.6,1012.17,57.605,8.97,8.97,8.97,8.97,good
52.55,27.6,1012.18,57.605,8.91,8.91,8.91,8.91,good
52.5,27.6,1012.19,57.918,8.86,8.86,8.86,8.86,good
52.51,27.6,1012.19,58.036,8.87,8.87,8.87,8.87,good
52.55,27.61,1012.18,58.195,8.91,8.91,8.91,8.91,good
52.55,27.61,1012.18,58.036,8.91,8.91,8.91,8.91,good
52.57,27.61,1012.17,58.195,8.97,8.97,8.97,8.97,good
52.53,27.61,1012.18,58.634,8.94,8.94,8.94,8.94,good
52.53,27.61,1012.17,58.514,8.99,8.99,8.99,8.99,good
52.55,27.61,1012.17,58.837,9.02,9.02,9.02,9.02,good
52.61,27.61,1012.16,58.514,9.04,9.04,9.04,9.04,good
52.58,27.61,1012.17,58.756,9.03,9.03,9.03,9.03,good
52.63,27.61,1012.17,58.756,9.03,9.03,9.03,9.03,good
52.58,27.61,1012.16,59.081,9.06,9.06,9.06,9.06,good
52.48,27.61,1012.16,58.999,9.08,9.08,9.08,9.08,good
52.41,27.61,1012.16,59.081,9.08,9.08,9.08,9.08,good
52.37,27.6,1012.16,59.451,9.04,9.04,9.04,9.04,good
52.42,27.6,1012.17,59.081,9.03,9.03,9.03,9.03,good
52.32,27.6,1012.16,59.743,9.06,9.06,9.06,9.06,good
52.37,27.6,1012.16,59.827,9.04,9.04,9.04,9.04,good
52.43,27.6,1012.16,59.785,9.04,9.04,9.04,9.04,good
52.45,27.6,1012.16,59.659,9.06,9.06,9.06,9.06,good
52.4,27.6,1012.16,59.869,9.04,9.04,9.04,9.04,good
52.39,27.59,1012.16,60.206,9.05,9.05,9.05,9.05,good
52.39,27.59,1012.17,60.334,9.03,9.03,9.03,9.03,good
52.34,27.59,1012.16,59.869,9.08,9.08,9.08,9.08,good
52.39,27.59,1012.16,60.079,9.1,9.1,9.1,9.1,good
52.42,27.59,1012.15,60.164,9.13,9.13,9.13,9.13,good
52.42,27.58,1012.16,60.334,9.12,9.12,9.12,9.12,good
52.45,27.58,1012.16,60.505,9.09,9.09,9.09,9.09,good
52.49,27.58,1012.16,60.462,9.05,9.05,9.05,9.05,good
52.57,27.57,1012.16,60.079,9.07,9.07,9.07,9.07,good
52.55,27.57,1012.16,60.292,9.06,9.06,9.06,9.06,good
52.55,27.57,1012.16,60.462,9.06,9.06,9.06,9.06,good
52.52,27.57,1012.16,60.721,9.05,9.05,9.05,9.05,good
52.56,27.56,1012.16,60.764,9.07,9.07,9.07,9.07,good
52.58,27.56,1012.16,60.764,9.07,9.07,9.07,9.07,good
52.57,27.56,1012.16,60.634,9.07,9.07,9.07,9.07,good
52.53,27.56,1012.16,61.025,9.06,9.06,9.06,9.06,good
52.58,27.56,1012.16,60.764,9.08,9.08,9.08,9.08,good
52.47,27.56,1012.15,61.025,9.14,9.14,9.14,9.14,good
52.46,27.57,1012.15,61.025,9.14,9.14,9.14,9.14,good
52.48,27.57,1012.15,61.068,9.17,9.17,9.17,9.17,good
52.5,27.57,1012.15,60.937,9.18,9.18,9.18,9.18,good
52.48,27.57,1012.15,61.112,9.17,9.17,9.17,9.17,good
52.38,27.57,1012.15,61.464,9.19,9.19,9.19,9.19,good
52.24,27.57,1012.15,61.156,9.2,9.2,9.2,9.2,good
52.23,27.57,1012.14,61.376,9.27,9.27,9.27,9.27,good
52.3,27.57,1012.14,61.642,9.23,9.23,9.23,9.23,good
52.27,27.57,1012.14,61.288,9.25,9.25,9.25,9.25,good
52.12,27.57,1012.14,61.642,9.22,9.22,9.22,9.22,good
52.17,27.57,1012.14,61.508,9.21,9.21,9.21,9.21,good
52.17,27.57,1012.14,61.597,9.25,9.25,9.25,9.25,good
52.22,27.57,1012.14,61.376,9.26,9.26,9.26,9.26,good
52.28,27.57,1012.14,61.464,9.28,9.28,9.28,9.28,good
52.27,27.56,1012.13,61.776,9.31,9.31,9.31,9.31,good
52.15,27.56,1012.13,62,9.35,9.35,9.35,9.35,good
52.15,27.56,1012.13,61.82,9.34,9.34,9.34,9.34,good
52.17,27.56,1012.13,61.91,9.34,9.34,9.34,9.34,good
52.18,27.56,1012.13,61.686,9.36,9.36,9.36,9.36,good
52.16,27.56,1012.12,62.226,9.45,9.45,9.45,9.45,good
52.14,27.56,1012.12,62.09,9.41,9.41,9.41,9.41,good
52.1,27.56,1012.11,62.226,9.47,9.47,9.47,9.47,good
52.12,27.56,1012.11,62.09,9.5,9.5,9.5,9.5,good
52.15,27.56,1012.11,62.09,9.51,9.51,9.51,9.51,good
52.1,27.56,1012.1,62.09,9.56,9.56,9.56,9.56,good
52.11,27.56,1012.1,62.226,9.57,9.57,9.57,9.57,good
52.11,27.55,1012.1,62,9.6,9.6,9.6,9.6,good
52.15,27.55,1012.09,62.454,9.65,9.65,9.65,9.65,good
52.16,27.55,1012.09,62.135,9.67,9.67,9.67,9.67,good
52.18,27.54,1012.08,62.135,9.77,9.77,9.77,9.77,good
52.21,27.54,1012.08,62.545,9.71,9.71,9.71,9.71,good
52.2,27.54,1012.08,62.5,9.77,9.77,9.77,9.77,good
52.17,27.53,1012.07,62.454,9.82,9.82,9.82,9.82,good
52.08,27.53,1012.07,62.637,9.81,9.81,9.81,9.81,good
52.04,27.53,1012.07,62.683,9.81,9.81,9.81,9.81,good
52.08,27.53,1012.07,62.729,9.79,9.79,9.79,9.79,good
52.09,27.52,1012.08,62.729,9.77,9.77,9.77,9.77,good
52.05,27.52,1012.07,62.362,9.84,9.84,9.84,9.84,good
52.02,27.52,1012.06,62.545,9.91,9.91,9.91,9.91,good
52.02,27.52,1012.05,63.147,9.96,9.96,9.96,9.96,good
51.93,27.51,1012.05,62.822,9.99,9.99,9.99,9.99,good
51.99,27.51,1012.04,62.914,10.06,10.06,10.06,10.06,good
52.13,27.51,1012.05,62.914,10.02,10.02,10.02,10.02,good
52.15,27.51,1012.05,62.914,10.04,10.04,10.04,10.04,good
52.06,27.51,1012.04,62.637,10.05,10.05,10.05,10.05,good
52.04,27.51,1012.04,63.147,10.11,10.11,10.11,10.11,good
52.05,27.51,1012.03,63.054,10.13,10.13,10.13,10.13,good
52.05,27.52,1012.03,62.868,10.2,10.2,10.2,10.2,good
52.03,27.52,1012.02,63.194,10.22,10.22,10.22,10.22,good
51.91,27.52,1012.02,62.961,10.27,10.27,10.27,10.27,good
51.82,27.52,1012.02,63.194,10.25,10.25,10.25,10.25,good
51.78,27.52,1012.01,63.523,10.29,10.29,10.29,10.29,good
51.83,27.52,1012.01,63.382,10.3,10.3,10.3,10.3,good
51.89,27.52,1012.01,63.007,10.35,10.35,10.35,10.35,good
51.91,27.52,1012,63.382,10.41,10.41,10.41,10.41,good
51.94,27.52,1012,63.288,10.43,10.43,10.43,10.43,good
51.91,27.53,1012,62.775,10.45,10.45,10.45,10.45,good
51.89,27.53,1011.99,63.288,10.47,10.47,10.47,10.47,good
51.85,27.53,1011.99,63.476,10.47,10.47,10.47,10.47,good
51.81,27.53,1012,62.961,10.43,10.43,10.43,10.43,good
51.86,27.53,1012,63.429,10.44,10.44,10.44,10.44,good
51.92,27.53,1011.99,63.288,10.49,10.49,10.49,10.49,good
51.88,27.54,1011.99,63.429,10.47,10.47,10.47,10.47,good
51.81,27.54,1012,63.241,10.45,10.45,10.45,10.45,good
51.78,27.54,1011.99,63.429,10.5,10.5,10.5,10.5,good
51.74,27.54,1011.99,63.476,10.51,10.51,10.51,10.51,good
51.76,27.54,1011.98,63.429,10.55,10.55,10.55,10.55,good
51.75,27.53,1011.97,63.476,10.63,10.63,10.63,10.63,good
51.86,27.53,1011.97,63.334,10.67,10.67,10.67,10.67,good
51.94,27.53,1011.95,63.523,10.79,10.79,10.79,10.79,good
51.99,27.52,1011.95,63.523,10.8,10.8,10.8,10.8,good
51.95,27.52,1011.95,63.665,10.85,10.85,10.85,10.85,good
51.91,27.52,1011.95,63.1,10.8,10.8,10.8,10.8,good
51.92,27.51,1011.95,63.618,10.85,10.85,10.85,10.85,good
51.89,27.51,1011.94,63.618,10.88,10.88,10.88,10.88,good
51.88,27.51,1011.93,63.429,10.96,10.96,10.96,10.96,good
51.88,27.5,1011.93,63.1,10.98,10.98,10.98,10.98,good
51.87,27.5,1011.94,63.76,10.95,10.95,10.95,10.95,good
51.92,27.49,1011.93,63.57,11,11,11,11,good
51.96,27.49,1011.92,63.665,11.07,11.07,11.07,11.07,good
52.03,27.49,1011.92,63.57,11.09,11.09,11.09,11.09,good
51.98,27.48,1011.92,63.952,11.1,11.1,11.1,11.1,good
51.84,27.48,1011.92,63.665,11.1,11.1,11.1,11.1,good
51.86,27.47,1011.91,63.618,11.14,11.14,11.14,11.14,good
51.84,27.47,1011.91,63.618,11.2,11.2,11.2,11.2,good
51.79,27.46,1011.9,64,11.23,11.23,11.23,11.23,good
51.78,27.45,1011.9,64.24,11.24,11.24,11.24,11.24,good
51.85,27.45,1011.9,63.808,11.25,11.25,11.25,11.25,good
51.95,27.44,1011.89,64.337,11.29,11.29,11.29,11.29,good
51.99,27.43,1011.9,64.048,11.28,11.28,11.28,11.28,good
52.03,27.42,1011.89,63.808,11.31,11.31,11.31,11.31,good
52.03,27.42,1011.89,63.665,11.35,11.35,11.35,11.35,good
52.02,27.41,1011.88,64.337,11.38,11.38,11.38,11.38,good
52.01,27.41,1011.88,64.144,11.42,11.42,11.42,11.42,good
52.01,27.4,1011.88,64.337,11.41,11.41,11.41,11.41,good
51.95,27.4,1011.88,64.679,11.4,11.4,11.4,11.4,good
51.95,27.39,1011.88,64.144,11.43,11.43,11.43,11.43,good
51.95,27.39,1011.88,64.434,11.43,11.43,11.43,11.43,good
51.98,27.38,1011.87,64.63,11.46,11.46,11.46,11.46,good
52.03,27.37,1011.87,64.581,11.46,11.46,11.46,11.46,good
52.06,27.37,1011.87,64.532,11.49,11.49,11.49,11.49,good
52.08,27.36,1011.87,64.24,11.52,11.52,11.52,11.52,good
52.01,27.36,1011.86,64.581,11.54,11.54,11.54,11.54,good
